# TEST CONFIGURATION BEGIN
# DataStream(n_targets=-1, target_idx=1, cat_features=None, name=None)
# [M0] LeveragingBaggingClassifier(base_estimator=HoeffdingTreeClassifier(binary_split=False, grace_period=200, leaf_prediction='nba', max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, remove_poor_atts=None, split_confidence=1e-07, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05), delta=0.002, enable_code_matrix=False, leverage_algorithm='leveraging_bag', n_estimators=10, random_state=None, w=5.0)
# EvaluatePrequential(batch_size=1000, data_points_for_classification=False, max_samples=1000000, max_time=inf, metrics=['accuracy', 'f1', 'kappa', 'running_time', 'model_size'], n_wait=200, output_file='/content/drive/My Drive/Colab ' 'Notebooks/Projects/TIS-IEEE-2020/outputs/lambda_5.csv', pretrain_size=2000, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[M0],current_acc_[M0],mean_f1_[M0],current_f1_[M0],mean_kappa_[M0],current_kappa_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
2000,0.913000,0.925000,0.940041,0.948097,0.783356,0.814264,67.253520,1.222487,68.476007,4532.252930
3000,0.924500,0.940000,0.948092,0.960526,0.810806,0.836334,86.432409,2.294106,88.726515,5822.698242
4000,0.924667,0.930000,0.948118,0.954248,0.811785,0.806630,105.815438,3.213911,109.029349,6597.612305
5000,0.923750,0.895000,0.947186,0.920755,0.811171,0.767081,125.125911,4.213043,129.338954,7613.627930
6000,0.924600,0.900000,0.947354,0.926471,0.815473,0.771507,144.675853,5.386777,150.062629,8281.057617
7000,0.926833,0.955000,0.948589,0.967972,0.822564,0.892499,163.831127,6.488535,170.319662,8874.323242
8000,0.928429,0.945000,0.949714,0.964630,0.826377,0.841727,183.340757,7.657339,190.998096,9802.393555
9000,0.929750,0.940000,0.950788,0.960265,0.828822,0.838601,202.705197,8.747136,211.452333,10706.776367
10000,0.929778,0.950000,0.950740,0.962963,0.829204,0.886247,222.010791,9.810548,231.821339,11285.721680
11000,0.929700,0.920000,0.950559,0.938462,0.829620,0.824869,240.918331,10.991402,251.909733,11875.901367
12000,0.930091,0.925000,0.950746,0.946996,0.830978,0.819451,259.985992,12.100542,272.086534,12553.104492
13000,0.929750,0.905000,0.950309,0.928839,0.831030,0.786036,279.705146,13.361038,293.066184,13040.893555
14000,0.929462,0.920000,0.949926,0.936508,0.831190,0.829570,298.837285,14.534614,313.371899,13544.666992
15000,0.930143,0.925000,0.950446,0.944238,0.832598,0.829739,318.431209,15.788614,334.219822,14159.510742
16000,0.930067,0.935000,0.950371,0.953405,0.832497,0.846190,337.706802,16.972652,354.679454,15093.393555
17000,0.930063,0.935000,0.950357,0.955932,0.832534,0.832388,356.824845,18.232945,375.057790,15920.471680
18000,0.929235,0.915000,0.949638,0.940767,0.831119,0.790331,375.997367,19.553677,395.551044,16395.909180
19000,0.929333,0.925000,0.949747,0.947735,0.831169,0.815453,394.596863,20.792701,415.389563,17474.432617
20000,0.929579,0.945000,0.949850,0.961672,0.832067,0.864432,413.580711,22.078733,435.659443,17923.346680
21000,0.930150,0.925000,0.950272,0.949833,0.833351,0.801849,432.724244,23.401838,456.126082,18272.862305
22000,0.930762,0.925000,0.950668,0.946619,0.834970,0.821002,451.574746,24.628689,476.203435,18890.081055
23000,0.931636,0.940000,0.951343,0.959459,0.836814,0.844580,470.370154,25.882256,496.252410,19500.389648
24000,0.932435,0.965000,0.951871,0.975265,0.838889,0.915459,489.009842,27.154826,516.164667,19973.198242
25000,0.932708,0.930000,0.952010,0.946565,0.839769,0.845133,507.879895,28.488564,536.368459,21112.307617
26000,0.933080,0.935000,0.952207,0.950570,0.840934,0.855716,526.668575,29.905301,556.573876,21806.194336
27000,0.933269,0.925000,0.952329,0.945055,0.841422,0.826990,545.752066,31.245275,576.997340,22205.760742
28000,0.933444,0.945000,0.952411,0.960000,0.842008,0.872004,564.606458,32.611696,597.218155,22918.596680
29000,0.933321,0.925000,0.952264,0.943820,0.841958,0.831157,583.100620,33.958803,617.059423,23254.209961
30000,0.933138,0.935000,0.952082,0.951311,0.841727,0.853571,602.086879,35.330999,637.417879,23872.557617
31000,0.933633,0.945000,0.952495,0.961131,0.842636,0.867118,621.068933,36.630727,657.699660,24506.795898
32000,0.933774,0.970000,0.952590,0.978723,0.842992,0.927876,639.773365,37.969335,677.742700,25256.780273
33000,0.933906,0.940000,0.952592,0.953488,0.843692,0.868996,658.332463,39.334839,697.667302,25943.670898
34000,0.934000,0.895000,0.952648,0.928814,0.843955,0.729032,677.580143,40.699294,718.279437,26325.100586
35000,0.934000,0.930000,0.952590,0.946970,0.844194,0.844098,696.439576,42.039040,738.478616,26828.401367
36000,0.934114,0.920000,0.952626,0.944056,0.844649,0.803801,715.443393,43.391766,758.835159,26974.709961
37000,0.934667,0.980000,0.952999,0.985612,0.846043,0.952830,734.155192,44.779461,778.934653,27311.569336
38000,0.934865,0.920000,0.953144,0.944828,0.846493,0.799398,753.034920,46.123484,799.158404,27837.885742
39000,0.935132,0.925000,0.953324,0.944238,0.847167,0.829778,771.469759,47.408364,818.878123,28330.350586
40000,0.935615,0.980000,0.953664,0.985185,0.848336,0.954421,789.783395,48.715422,838.498817,28859.983398
41000,0.936025,0.945000,0.953954,0.957529,0.849315,0.879518,808.090450,49.986269,858.076719,29598.092773
42000,0.936244,0.965000,0.954079,0.976589,0.849960,0.907358,826.367731,51.276852,877.644583,30024.495117
