# TEST CONFIGURATION BEGIN
# DataStream(n_targets=-1, target_idx=1, cat_features=None, name=None)
# [M0] LeveragingBaggingClassifier(base_estimator=HoeffdingTreeClassifier(binary_split=False, grace_period=200, leaf_prediction='nba', max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, remove_poor_atts=None, split_confidence=1e-07, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05), delta=0.002, enable_code_matrix=False, leverage_algorithm='leveraging_bag', n_estimators=10, random_state=None, w=6)
# EvaluatePrequential(batch_size=1000, data_points_for_classification=False, max_samples=1000000, max_time=inf, metrics=['accuracy', 'f1', 'kappa', 'running_time', 'model_size'], n_wait=200, output_file='/content/drive/My Drive/Colab ' 'Notebooks/Projects/TIS-IEEE-2020/outputs/output_leverage_m_mc.csv', pretrain_size=2000, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[M0],current_acc_[M0],mean_f1_[M0],current_f1_[M0],mean_kappa_[M0],current_kappa_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
62000,0.687180,0.745000,0.395113,0.381268,0.609376,0.675232,4143.108712,311.880269,4454.988982,14674.518555
63000,0.687935,0.710000,0.397869,0.367300,0.610364,0.641245,4200.790844,316.406731,4517.197574,14943.385742
64000,0.688175,0.710000,0.397959,0.363616,0.610745,0.629594,4259.987981,320.922459,4580.910441,15363.854492
65000,0.688141,0.740000,0.397514,0.399621,0.610797,0.680590,4318.370274,325.458259,4643.828532,15718.760742
66000,0.688031,0.655000,0.396669,0.301991,0.610635,0.556982,4377.024480,330.086717,4707.111198,16140.276367
67000,0.688712,0.735000,0.396988,0.364233,0.611430,0.652732,4434.393575,334.380433,4768.774008,16451.948242
68000,0.689597,0.755000,0.397405,0.405610,0.612536,0.695008,4492.519361,338.233015,4830.752376,16784.577148
69000,0.690382,0.735000,0.398222,0.398476,0.613526,0.670991,4552.222302,341.977322,4894.199624,16751.549805
70000,0.691174,0.705000,0.398580,0.373856,0.614475,0.633039,4610.871571,346.175023,4957.046594,17080.698242
71000,0.691871,0.705000,0.398909,0.354709,0.615287,0.627455,4669.489112,350.136633,5019.625746,17386.799805
72000,0.692282,0.710000,0.398984,0.385189,0.615791,0.639998,4726.540812,354.281471,5080.822283,17687.612305
73000,0.692833,0.750000,0.399788,0.427420,0.616523,0.694414,4784.548958,358.516480,5143.065438,17799.948242
74000,0.693315,0.735000,0.399963,0.395386,0.617146,0.673213,4841.410640,362.373522,5203.784162,18084.737305
75000,0.694243,0.740000,0.400673,0.440255,0.618280,0.667954,4891.730590,366.273008,5258.003598,18632.276367
76000,0.694493,0.745000,0.401092,0.396500,0.618605,0.678406,4944.748652,369.679030,5314.427682,19022.639648
77000,0.695013,0.735000,0.401249,0.484774,0.619278,0.670337,4995.815532,373.054997,5368.870529,19305.272461
78000,0.695429,0.750000,0.401443,0.406966,0.619753,0.683864,5045.478019,376.738716,5422.216736,19701.549805
79000,0.696167,0.760000,0.402573,0.448870,0.620651,0.699578,5094.271065,379.817865,5474.088930,19818.346680
80000,0.696899,0.745000,0.403350,0.398046,0.621543,0.678193,5145.422985,382.962333,5528.385318,20016.565430
81000,0.697562,0.735000,0.404013,0.426424,0.622386,0.669432,5196.016867,385.971169,5581.988036,20226.510742
82000,0.698012,0.740000,0.404362,0.416669,0.622941,0.670134,5247.750885,389.111773,5636.862658,20644.987305
83000,0.698573,0.745000,0.404590,0.403118,0.623652,0.682471,5299.730984,391.989902,5691.720885,20824.463867
84000,0.699072,0.750000,0.406646,0.378001,0.624243,0.685703,5350.721185,394.922470,5745.643655,21768.057617
85000,0.699750,0.785000,0.406917,0.399895,0.625000,0.721512,5401.757535,397.714996,5799.472531,21882.307617
86000,0.700235,0.715000,0.407222,0.379873,0.625572,0.644594,5453.336703,400.607535,5853.944238,22044.073242
87000,0.700814,0.760000,0.407458,0.409817,0.626244,0.698464,5503.922011,403.261456,5907.183467,22032.963867
88000,0.701667,0.760000,0.408131,0.474893,0.627203,0.698199,5552.682227,405.744235,5958.426461,22109.120117
89000,0.702182,0.725000,0.408278,0.388312,0.627811,0.656647,5602.589516,408.948243,6011.537759,22360.858398
90000,0.702438,0.685000,0.408253,0.416320,0.628126,0.617742,5652.873796,411.853630,6064.727426,23031.428711
91000,0.702978,0.775000,0.408313,0.432093,0.628726,0.713083,5702.238190,414.427528,6116.665718,23725.881836
92000,0.703813,0.785000,0.408401,0.382399,0.629643,0.718005,5750.698607,416.904085,6167.602693,24002.592773
93000,0.704500,0.775000,0.408879,0.412712,0.630465,0.711094,5800.522831,419.550678,6220.073508,23414.178711
94000,0.705247,0.775000,0.409014,0.411994,0.631316,0.710210,5852.410869,422.431520,6274.842389,23783.424805
95000,0.705979,0.740000,0.409245,0.390107,0.632200,0.676979,5905.773320,425.421134,6331.194455,23864.733398
96000,0.706179,0.705000,0.409325,0.383201,0.632449,0.630892,5960.172939,428.612931,6388.785869,24080.370117
97000,0.706885,0.785000,0.409638,0.464160,0.633248,0.726724,6010.412920,431.334761,6441.747681,24371.174805
98000,0.707299,0.715000,0.409868,0.388386,0.633732,0.636989,6063.706949,434.149839,6497.856788,23350.643555
99000,0.707673,0.750000,0.410055,0.417275,0.634259,0.689769,6122.717569,437.966644,6560.684213,23522.733398
100000,0.708222,0.765000,0.410556,0.449958,0.634909,0.702673,6181.891129,442.040478,6623.931607,23634.100586
101000,0.708370,0.730000,0.410408,0.349051,0.635110,0.654963,6240.260566,446.245884,6686.506451,23762.850586
102000,0.708832,0.720000,0.410593,0.375241,0.635664,0.646107,6296.583490,449.969285,6746.552775,23927.522461
103000,0.709520,0.835000,0.410925,0.446375,0.636481,0.791311,6354.077295,453.811885,6807.889180,23917.155273
104000,0.709845,0.710000,0.411062,0.383580,0.636878,0.643625,6412.249196,457.897609,6870.146805,24018.108398
105000,0.710471,0.780000,0.411265,0.381544,0.637609,0.720173,6468.578700,461.909548,6930.488248,24115.795898
106000,0.710771,0.760000,0.411230,0.402750,0.637924,0.695904,6521.709067,465.631471,6987.340538,24460.307617
107000,0.711142,0.725000,0.411553,0.395176,0.638391,0.653139,6573.959835,468.393324,7042.353159,25000.745117
108000,0.711785,0.790000,0.411656,0.394797,0.639111,0.729756,6623.612335,471.454817,7095.067152,25376.827148
109000,0.712176,0.730000,0.411737,0.377441,0.639553,0.654145,6674.324045,474.242340,7148.566385,25393.456055
110000,0.712596,0.730000,0.411863,0.364235,0.640041,0.660271,6727.318447,477.608092,7204.926539,25608.041992
111000,0.713018,0.730000,0.411881,0.372890,0.640524,0.656018,6779.509916,481.028508,7260.538423,25783.022461
112000,0.713450,0.820000,0.412116,0.450173,0.641106,0.772404,6832.821234,483.641168,7316.462403,26143.948242
113000,0.713893,0.795000,0.412402,0.439224,0.641667,0.744660,6885.802829,486.704867,7372.507696,26360.674805
114000,0.714195,0.735000,0.412671,0.443612,0.642012,0.663225,6938.030570,489.715542,7427.746112,26680.573242
115000,0.714658,0.810000,0.413015,0.408639,0.642557,0.754744,6989.383667,492.693854,7482.077521,26833.995117
