# TEST CONFIGURATION BEGIN
# DataStream(n_targets=-1, target_idx=1, cat_features=None, name=None)
# [M0] HoeffdingTreeClassifier(binary_split=False, grace_period=200, leaf_prediction='nba', max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, remove_poor_atts=False, split_confidence=1e-07, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1000, data_points_for_classification=False, max_samples=1000000, max_time=inf, metrics=['accuracy', 'f1', 'kappa', 'running_time', 'model_size'], n_wait=200, output_file='/content/drive/My Drive/Colab ' 'Notebooks/Projects/TIS-IEEE-2020/outputs/output_ht_m_mc.csv', pretrain_size=2000, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[M0],current_acc_[M0],mean_f1_[M0],current_f1_[M0],mean_kappa_[M0],current_kappa_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
171000,0.640647,0.715000,0.296211,0.386139,0.541718,0.637658,172.923890,47.748548,220.672438,1559.617188
172000,0.641129,0.730000,0.296796,0.348057,0.542345,0.653168,173.675720,47.928891,221.604610,1559.648438
173000,0.641645,0.710000,0.297445,0.347586,0.543025,0.636443,174.427921,48.112129,222.540050,1559.710938
174000,0.641902,0.745000,0.297872,0.362876,0.543381,0.667796,175.256684,48.289889,223.546574,1568.085938
175000,0.641805,0.575000,0.297911,0.299097,0.543242,0.462977,176.060278,48.463533,224.523811,1568.085938
176000,0.641309,0.570000,0.297788,0.255808,0.542611,0.452665,176.910325,48.619536,225.529862,1576.554688
177000,0.640790,0.580000,0.297700,0.285041,0.541977,0.468708,177.841619,48.797329,226.638948,1576.617188
178000,0.640339,0.590000,0.297789,0.307113,0.541436,0.481718,178.733487,48.974379,227.707866,1541.484375
179000,0.640124,0.615000,0.297838,0.308271,0.541149,0.502246,179.568882,49.185158,228.754040,1546.750000
180000,0.639788,0.605000,0.297908,0.324164,0.540715,0.485040,180.365613,49.394987,229.760600,1627.125000
181000,0.639578,0.625000,0.297876,0.266943,0.540410,0.491439,181.127812,49.544183,230.671995,1664.656250
182000,0.639331,0.635000,0.297754,0.252908,0.540079,0.516348,181.903313,49.709175,231.612488,1685.500000
183000,0.639302,0.605000,0.297856,0.278642,0.540010,0.491356,182.648376,49.881271,232.529647,1689.937500
184000,0.639033,0.605000,0.297907,0.272974,0.539674,0.480895,183.461941,50.047066,233.509007,1690.187500
185000,0.638793,0.580000,0.297766,0.259555,0.539349,0.457995,184.247360,50.216677,234.464038,1715.500000
186000,0.638822,0.660000,0.297973,0.336628,0.539336,0.531471,185.055346,50.394222,235.449569,1750.937500
187000,0.638978,0.660000,0.297925,0.289384,0.539394,0.513016,185.859237,50.587476,236.446714,1750.968750
188000,0.639176,0.645000,0.298057,0.306106,0.539528,0.519670,186.669134,50.804909,237.474043,1759.406250
189000,0.639463,0.685000,0.298222,0.280923,0.539749,0.557055,187.441949,51.008491,238.450440,1759.437500
190000,0.639741,0.660000,0.299195,0.268983,0.539959,0.537729,188.260298,51.209960,239.470258,1763.687500
191000,0.639984,0.700000,0.299192,0.261927,0.540114,0.540547,189.073050,51.433001,240.506051,1763.718750
192000,0.640183,0.660000,0.299184,0.263012,0.540234,0.520384,189.971626,51.629305,241.600930,1768.156250
193000,0.640297,0.665000,0.299178,0.263970,0.540265,0.527320,190.832153,51.848135,242.680288,1768.312500
194000,0.640446,0.695000,0.299210,0.315828,0.540330,0.578729,191.663394,52.086513,243.749907,1772.750000
195000,0.640691,0.680000,0.299204,0.246646,0.540486,0.536232,192.422050,52.302875,244.724925,1772.937500
196000,0.640759,0.625000,0.299149,0.267188,0.540457,0.481794,193.272183,52.523462,245.795644,1772.968750
197000,0.640903,0.660000,0.299127,0.257028,0.540513,0.527942,194.110791,52.742673,246.853464,1773.093750
198000,0.641157,0.680000,0.299070,0.233674,0.540697,0.548166,194.929944,52.976208,247.906152,1773.250000
199000,0.641455,0.750000,0.299226,0.296448,0.540961,0.636720,195.775298,53.243312,249.018610,1773.250000
200000,0.641583,0.695000,0.300038,0.260001,0.541009,0.557249,196.605395,53.487607,250.093002,1781.062500
201000,0.641740,0.655000,0.300180,0.328173,0.541100,0.520650,197.419991,53.742104,251.162095,1789.500000
202000,0.642035,0.685000,0.300223,0.254626,0.541332,0.557133,198.251233,54.001900,252.253133,1793.562500
203000,0.642431,0.700000,0.300540,0.338073,0.541709,0.577792,199.064555,54.260773,253.325328,1797.968750
204000,0.642601,0.650000,0.301299,0.234685,0.541815,0.510678,199.959323,54.507504,254.466827,1820.781250
205000,0.642789,0.630000,0.301411,0.278194,0.541948,0.505645,200.817508,54.759663,255.577171,1820.937500
206000,0.642941,0.695000,0.301529,0.251144,0.542043,0.555442,201.685723,55.026978,256.712702,1821.031250
207000,0.642990,0.660000,0.301455,0.286233,0.541998,0.534167,202.509887,55.285044,257.794931,1821.031250
208000,0.643135,0.615000,0.301400,0.235271,0.542063,0.483828,203.315053,55.531747,258.846801,1825.562500
209000,0.643226,0.680000,0.301373,0.262577,0.542068,0.544160,204.184002,55.798730,259.982732,1825.625000
210000,0.643498,0.705000,0.301422,0.282487,0.542279,0.564399,205.025507,56.045622,261.071129,1829.843750
211000,0.643862,0.730000,0.301598,0.266665,0.542594,0.604309,205.879760,56.274445,262.154205,1829.843750
212000,0.644038,0.675000,0.301601,0.263747,0.542705,0.541511,206.710767,56.536537,263.247303,1834.312500
213000,0.644175,0.695000,0.301548,0.376032,0.542765,0.582049,207.619407,56.736263,264.355670,1911.898438
214000,0.644634,0.735000,0.302008,0.368045,0.543263,0.617549,208.367352,57.094333,265.461685,1945.460938
215000,0.645037,0.700000,0.302364,0.346248,0.543665,0.602702,209.177270,57.460045,266.637315,1974.023438
216000,0.645567,0.755000,0.303629,0.320070,0.544239,0.646898,209.908979,57.846630,267.755609,1958.890625
217000,0.645986,0.765000,0.303875,0.283107,0.544665,0.653967,210.709159,58.178070,268.887228,2009.796875
218000,0.646396,0.710000,0.304842,0.292044,0.545086,0.587922,211.529724,58.510564,270.040288,2030.609375
