# TEST CONFIGURATION BEGIN
# DataStream(n_targets=-1, target_idx=1, cat_features=None, name=None)
# [M0] LeveragingBaggingClassifier(base_estimator=HoeffdingTreeClassifier(binary_split=False, grace_period=200, leaf_prediction='nba', max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, remove_poor_atts=None, split_confidence=1e-07, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05), delta=0.002, enable_code_matrix=False, leverage_algorithm='leveraging_bag', n_estimators=10, random_state=None, w=4.0)
# EvaluatePrequential(batch_size=1000, data_points_for_classification=False, max_samples=1000000, max_time=inf, metrics=['accuracy', 'f1', 'kappa', 'running_time', 'model_size'], n_wait=200, output_file='/content/drive/My Drive/Colab ' 'Notebooks/Projects/TIS-IEEE-2020/outputs/output_leverage_m.csv', pretrain_size=2000, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[M0],current_acc_[M0],mean_f1_[M0],current_f1_[M0],mean_kappa_[M0],current_kappa_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
102000,0.937347,0.930000,0.954641,0.951049,0.853449,0.828242,1666.685055,130.410408,1797.095463,52509.834961
103000,0.937422,0.940000,0.954696,0.957143,0.853621,0.857143,1682.739028,131.734307,1814.473335,52603.791992
104000,0.937408,0.945000,0.954678,0.955823,0.853620,0.883053,1698.864617,133.101964,1831.966581,52890.096680
105000,0.937519,0.955000,0.954756,0.967742,0.853892,0.893365,1714.418761,134.457181,1848.875942,53387.276367
106000,0.937429,0.920000,0.954690,0.938462,0.853678,0.824253,1730.278614,135.830490,1866.109104,53554.233398
107000,0.937472,0.920000,0.954726,0.942446,0.853760,0.811321,1746.093373,137.213453,1883.306825,54118.084961
108000,0.937570,0.940000,0.954797,0.956522,0.853990,0.859764,1762.009569,138.646493,1900.656062,54550.553711
109000,0.937620,0.930000,0.954827,0.945312,0.854134,0.848238,1778.074462,140.040670,1918.115132,55122.096680
110000,0.937661,0.940000,0.954861,0.958042,0.854207,0.852941,1793.953808,141.474085,1935.427892,55549.831055
111000,0.937764,0.975000,0.954929,0.981413,0.854476,0.943246,1809.825862,142.834146,1952.660007,55686.881836
112000,0.937901,0.945000,0.955037,0.960289,0.854760,0.871164,1825.347110,144.181055,1969.528165,56101.916992
113000,0.938045,0.980000,0.955135,0.985714,0.855120,0.952387,1841.032171,145.576601,1986.608772,56413.987305
114000,0.938071,0.950000,0.955154,0.963768,0.855180,0.883137,1856.813508,146.996706,2003.810214,56964.788086
115000,0.938105,0.920000,0.955169,0.941176,0.855302,0.816198,1872.499423,148.405533,2020.904957,57352.170898
116000,0.938270,0.965000,0.955292,0.974910,0.855667,0.917062,1888.523443,149.769849,2038.293292,57733.159180
